,Nombre del proyecto,Creador(a),Estatus,Ubicación (por estado),Descripción,Descripción (limpia),Palabras clave,Recaudado,Objetivo,Conteo de patrocinadores,Categoría
101,"""Calma"" new album by Budaya.",BUDAYA,Exitoso,Guanajuato,"Hi! We are BUDAYA, a electronic music duo from Mexico, we want to finish our Album “Calma”, Help us make it a reality!",hi budaya electronic music duo mexico want finish album calma help us make reality,"['calma', 'electronic music']",112659,95000,108,Música
102,Tierra,Marce Ayala,Exitoso,Nuevo Leon,Una producción del IMCINE en homenaje a los familiares de las víctimas de la desaparición forzada.,producción imcine homenaje familiares víctimas desaparición forzada,"['desaparicion', 'imcine homenaje']",101000,100000,108,Cine y video
103,DOKKI: Yaoi/BL Creators 2017,Kreators & Readers UNITED,Exitoso,Baja California,"Una antología y catálogo de creadores originales \r
del género YAOI/BL, que busca reunir a los \r
mejores exponentes y nuevas promesas.",antología catálogo creadores originales r género yaoibl busca reunir r mejores exponentes nuevas promesas,"['nuevas', 'catalogo creadores']",111350,100000,107,Cómic
104,7 Festival Internacional de Cine en el Desierto,FICDesierto,Exitoso,Sonora,2017 es el año de la séptima edición del Festival Internacional de Cine en el Desierto que hoy necesita de todos para llevarse a cabo.,año séptima edición festival internacional cine desierto hoy necesita llevarse cabo,"['septima', 'llevarse', 'edicion']",71220,70000,107,Cine y video
105,OFRENDA Fotolibro / Photobook.,Luis Enrique Aguilar Pereda,Exitoso,Chiapas,"The book/object OFFERING is a visual experience of the awakening of hidden memories to heal and close cycles, under the shelter of fire",bookobject offering visual experience awakening hidden memories heal close cycles shelter fire,"['cycles', 'offering visual']",136168,130000,106,Fotografía
106,5:03AM,Abril Schmucler Iñiguez,Exitoso,Distrito Federal,"5:03AM es un cortometraje que habla sobre las redes sociales y su forma de atravesar la vida, en este caso con relación al abuso sexual",503am cortometraje habla redes sociales forma atravesar vida caso relación abuso sexual,"['habla', 'relacion abuso']",110155,100000,106,Cine y video
107,Colaboración Nº1: ALUXES,La Refugio,Exitoso,Distrito Federal,"Nuestra primera colaboración (: Vasijas de cerámica únicas y protectoras, intervenidas a mano por cuatro artistas mexicanos",primera colaboración vasijas cerámica únicas protectoras intervenidas mano cuatro artistas mexicanos,"['colaboracion', 'cuatro artistas']",112511,72000,103,Arte
108,"""Passarinho""",Passarinho,Exitoso,Mexico,"""Passarinho"" es nuestro cortometraje de tesis del Centro de Capacitación Cinematográfica (CCC), a filmar a fines de octubre",passarinho cortometraje tesis centro capacitación cinematográfica ccc filmar fines octubre,"['fines', 'cortometraje tesis']",100000,100000,103,Cine y video
109,Mexico Creates: Revista Souvenir (App),Karla y Alan,Exitoso,Distrito Federal,"Guía gratuita para explorar los barrios de la CDMX // Free bilingual guide to explore Mexico City through art, food and culture",guía gratuita explorar barrios cdmx free bilingual guide explore mexico city art food culture,"['food', 'gratuita explorar']",104458,102000,102,Editorial
110,BAKUGRRR your angry partner,Paraíso Yaoi,Exitoso,Distrito Federal,"An Angry, adorable and chubby plush friend :D /\r
Un enojado, adorable y redondo amigo peluche :D",angry adorable chubby plush friend r enojado adorable redondo amigo peluche,"['adorable', 'plush', 'amigo']",86644,40000,102,Artesanía
111,Learn to Draw Manga - The Rogue Mangaka Course,Mark Diaz,Exitoso,Baja California,Learn how to draw Manga in 12 weeks. Get from Zero (no drawing skills) to Hero (awesome artist).,learn draw manga weeks get zero drawing skills hero awesome artist,"['drawing', 'draw manga', 'awesome']",175326,140000,100,Arte
112,Polos Opuestos - ARTBOOK GAY/YAOI nsfw,Paraíso Yaoi,Exitoso,Distrito Federal,"Polos Opuestos - a gay/yaoi Arbook that explores diversity in gay couples, LGBT, Homoerotic, uncensored boy's love",polos opuestos gayyaoi arbook explores diversity gay couples lgbt homoerotic uncensored boys love,"['opuestos', 'uncensored boys']",56908,50000,100,Arte
113,"El Moco. Si lo lees, se te pega",Itzel Chávez,Exitoso,Jalisco,"Revista trimestral, con formato impreso y digital (APP), creada especialmente para niños.  Temas diversos, desde ciencia hasta arte.",revista trimestral formato impreso digital app creada especialmente niños temas diversos ciencia arte,"['ciencia', 'trimestral formato']",50180,33000,100,Editorial
114,Equinox — A Megatron + Optimus Prime Fan Anthology,Taiyari,Exitoso,Aguascalientes,"A Transformers Fan Anthology by 21 Writers & Artists featuring fanfiction, illustration and comics.",transformers fan anthology writers artists featuring fanfiction illustration comics,"['fan', 'fanfiction illustration']",69000,49000,99,Editorial
115,PARADISE LOST - SCI-FI SURVIVAL HORROR GAME,Juan Pedraza,Exitoso,Campeche,"Unravel the secrets behind this mysterious forsaken planet along with your team, find out what happen to those living there.",unravel secrets behind mysterious forsaken planet along team find happen living,"['forsaken', 'unravel secrets']",44150,30000,99,Juegos
116,Small Cars with Big Imagination.,Felix Hernandez Dreamphography,En curso,Quintana Roo,Miniature Photography Tutorial and High Resolution Artworks for download.,miniature photography tutorial high resolution artworks download,"['photography', 'resolution artworks']",277028,25000,98,Fotografía
117,"Esa no es una licuadora, es mi esposa.",Fabi Mena,Exitoso,Distrito Federal,"Luis, en busca de la esposa perfecta, embruja a Regina con una licuadora de los años 50 esperando que cumpla sus ideales.",luis busca esposa perfecta embruja regina licuadora años esperando cumpla ideales,"['cumpla', 'busca esposa']",125070,120000,98,Cine y video
118,Otro Muerto Cortometraje,Emilio González,Exitoso,Baja California,“Otro Muerto” is a short film selected by the GIFF representing the FAD - UNAM to be produced in a 48 hours in Guanajuato.,muerto short film selected giff representing fad unam produced hours guanajuato,"['hours', 'short film']",100840,85000,98,Cine y video
119,Primo-Son,Pedro Reynoso Robleda,Exitoso,Baja California,Primo-Son es un grupo amante del son jarocho y de la música mexicana. Ayúdanos a grabar nuestro disco y promover nuestra cultura!,primoson grupo amante jarocho música mexicana ayúdanos grabar disco promover cultura,"['promover', 'grupo amante']",91000,85000,97,Música
120,The Eighth: Chapter 1 (Make 100),Jackce Esquida,Exitoso,San Luis Potosi,"A comic about angels, demons, humans and a forbidden fruit in our current era.",comic angels demons humans forbidden fruit current,"['angels', 'forbidden fruit']",48596,45000,97,Cómic
121,Joaquin Garcia Europe Tour 2019,Joaquin Garcia,Exitoso,Distrito Federal,"Voy a llevar mi música por primera vez al viejo continente. Con tu ayuda, esta gira puede llegar a muchos más lugares y personas.",voy llevar música primera vez viejo continente ayuda gira puede llegar lugares personas,"['llevar', 'llegar lugares']",125009,120000,96,Música
122,A Single Soul - Stucky Fanbook,GYRHS,Exitoso,San Luis Potosi,'A Single Soul' is a full color Stucky fanbook organized by GYRHS with the collaborations of some guest artists.,single soul full color stucky fanbook organized gyrhs collaborations guest artists,"['guest', 'stucky fanbook']",52570,25000,96,Editorial
123,Palacios de Bronce,Fásma Cine & Diavlo Films,Exitoso,Guanajuato,"Drama of a Mexican family, with accents of adventure, black comedy and documentary staging.",drama mexican family accents adventure black comedy documentary staging,"['documentary', 'mexican family']",256060,250000,94,Cine y video
124,"Cortometraje No saltes, Magdalena / Short film: Magdalena",Sheila Flores,Exitoso,Distrito Federal,"Necesitamos terminar la post producción del cortometraje ""No saltes, Magdalena"" /We need to finish the post production of a short film.",necesitamos terminar post producción cortometraje saltes magdalena need finish post production short film,"['terminar post', 'short']",154674,135000,94,Cine y video
125,The Pet-Friendly Backpack,Bacanito,Exitoso,Distrito Federal,Going out with your pet has never been as comfortable and fun! 🐾,going pet never comfortable fun,"['fun', 'going']",143540,100000,94,Diseño
126,Anna Fiori: New Album,Anna Fiori,Exitoso,Distrito Federal,Help fund my second solo album! | Mexican Symphonic / Prehispanic Metal | ¡Forma parte de la producción de mi segundo álbum solista!,help fund second solo album mexican symphonic prehispanic metal forma parte producción segundo álbum solista,"['album', 'fund second']",61645,27000,94,Música
127,"Animation ShortFilm ""Fantasmántico"" (Ghostmantic)",Casa Cocuyo,Exitoso,Queretaro de Arteaga,"First animated short film where  you can be a part of (literally)/\r
Primer corto animado donde tú podrás formar parte (literal)",first animated short film part literallyr primer corto animado podrás formar parte literal,"['short', 'parte', 'primer']",120569,100000,93,Cine y video
128,Narciso _nombre provisional_,BRODER,Exitoso,Distrito Federal,Un libro ilustrado acompañado de un soundtrack descargable // Illustrated book with downloadable soundtrack + cassette,libro ilustrado acompañado soundtrack descargable illustrated book downloadable soundtrack cassette,"['acompanado soundtrack', 'ilustrado']",115740,110000,93,Arte
129,Bestiary Coloring Book,J.A. Borboa,Exitoso,Distrito Federal,A beautifully illustrated coloring book that features monsters from all around the world. Handmade ink illustrations.,beautifully illustrated coloring book features monsters around world handmade ink illustrations,"['illustrated', 'illustrations', 'features', 'handmade']",36129,30600,93,Arte
130,Treplev,Alonso Iñiguez Sosa,Exitoso,Distrito Federal,"Versión libre de ""La gaviota"" de Anton Chejov. Es una trayectoria alterno/temporal del recorrido de TREPLEV, el protagonista de Chejov",versión libre gaviota anton chejov trayectoria alternotemporal recorrido treplev protagonista chejov,"['chejov', 'libre gaviota']",81843,80000,92,Teatro
131,"Plain Papyrus: Printed, Scored & Pre-Cut PaperCraft Books",Marlon,Exitoso,Distrito Federal,Our books are ready to be transformed into one of kind incredible sculptures and astonishing masks.,books ready transformed one kind incredible sculptures astonishing masks,"['ready', 'incredible', 'astonishing']",67508,30000,92,Artesanía
132,Projects of Earth: Lámpara Binomios,Comite de Proyectos,Exitoso,Baja California,A wall lamp that eludes an eclipse as it increases the intensity of its light by moving the frontal screen towards the neon led ring.,wall lamp eludes eclipse increases intensity light moving frontal screen towards neon led ring,"['led', 'frontal', 'lamp']",251865,250000,91,Diseño
133,Atopia,Andrea Cartategui,Exitoso,Baja California,A surreal and crazy sci-fi comedy feature film. Think: 'Rick and Morty meets The Office'.,surreal crazy scifi comedy feature film think rick morty meets office,"['meets', 'crazy scifi']",43606,8000,90,Cine y video
134,Soho ∞ La historia de amor entre la suerte y la inocencia,Erik Mariñelarena,Exitoso,Distrito Federal,"A fantastic reality book with short stories based on dreams, rewritten over a decade, and with precious art by Erik Mariñelarena.",fantastic reality book short stories based dreams rewritten decade precious art erik mariñelarena,"['erik', 'reality book']",88540,85000,89,Editorial
135,Libro Héroes Sin Nombre. Homenaje a los voluntarios del 19S,Eduardo Feldman,Exitoso,Baja California,We are crowdfunding the first print run of the book-tribute #NamelessHeroes. We want the volunteers who helped during the earthquake.,crowdfunding first print run booktribute namelessheroes want volunteers helped earthquake,"['helped', 'run booktribute']",275844,250000,88,Editorial
136,Queens Of The World: Una mirada a la escena drag de la CDMX,Luis Esparza y Desirée Treviño,Fallido,Distrito Federal,Queens Of The World: A Photography book that provides a glimpse into the drag scene of Mexico City.,queens world photography book provides glimpse drag scene mexico city,"['world', 'scene mexico']",118125,400000,88,Fotografía
137,La Pócima animación stop-motion,Gabriela Martínez Garza,Exitoso,Baja California,Cortometraje de animación stop-motion con la participación de 24 niños. A short film stop-motion animation made with 24 children.,cortometraje animación stopmotion participación niños short film stopmotion animation made children,"['animacion stopmotion', 'ninos']",72692,65000,88,Cine y video
138,"Dueña, no Doña","Dueña, No Doña",Exitoso,Queretaro de Arteaga,"Dueña, no Doña es un cortometraje realizado por estudiantes universitarios del Tec de Monterrey, Querétaro.",dueña doña cortometraje realizado estudiantes universitarios tec monterrey querétaro,"['monterrey', 'dona cortometraje']",52719,50000,88,Cine y video
139,EL GALLO,Luis,Exitoso,Coahuila de Zaragoza,Un niño persigue su pasión de convertirse en mariachi a costa de superar la realidad del lugar en donde vive.,niño persigue pasión convertirse mariachi costa superar realidad lugar vive,"['persigue', 'realidad lugar']",173829,150000,87,Cine y video
